"IDAr_Couleur","Couleur","Etat","Code","TypeVisuel","IDSupportArCouleur","Couleur_AN","NumInterne","Commentaires","IDAr_TypeMotif","RVB_Hex","Reference","MotifCouleur"
821,ROSE CHOU,1,G0D6,"",0,"",0,,0,"","",
822,JAUNE PALE,1,G0D8,"",0,"",0,,0,"","",
823,ROSE BERRY,1,G0HG,"",0,"",0,,0,"","",
824,PISTACHE,1,G0HF,"",0,"",0,,0,"","",
825,TIGRA ECRU,1,G0HN,"",0,"",0,,0,"","",
826,CURRY LIGHT,1,G0HK,"",0,"",0,,0,"","",
827,COZY NOIR,1,G0IR,"",0,"",0,,0,"","",
828,CREZIA VERT,1,G0IS,"",0,"",0,,0,"","",
829,ECRU/MULTICOLOR,1,"1547","",0,"",0,,0,"","",
830,MOUTARDE/ECRU,1,G098,"",0,"",0,,0,"","",
831,LAVANDOUX FONCE,1,G0DW,"",0,"",0,,0,"","",
832,ROSE SKIN,1,G0B6,"",0,"",0,,0,"","",
833,AQUARIUM,1,G0CJ,"",0,"",0,,0,"","",
834,ROSE JOUE/MILK,1,G0E4,"",0,"",0,,0,"","",
835,CAMEL/MILK,1,G0FE,"",0,"",0,,0,"","",
836,ECRU/ROUX,1,G0FW,"",0,"",0,,0,"","",
837,KISSKISS ROSE JOUE,1,G0GC,"",0,"",0,,0,"","",
838,FACES LAVANDOU,1,G0GZ,"",0,"",0,,0,"","",
839,POIS NOIR/BLANC GP,1,G0H2,"",0,"",0,,0,"","",
840,POIS NOIR/BLANC PP,1,G0H3,"",0,"",0,,0,"","",
841,CHLOE NOIR,1,G0H4,"",0,"",0,,0,"","",
842,BEIGE/JAUNE,1,G0NU,"",0,"",0,,0,"","",
843,EROSA CAMEL,1,G0DN,"",0,"",0,,0,"","",
844,RISCLA VERT,1,G0HV,"",0,"",0,,0,"","",
845,MISS ROUGE,1,G0M0,"",0,"",0,,0,"","",
846,ASIA BLEU GRAPHIC,1,G0N5,"",0,"",0,,0,"","",
847,SKI NOIR,1,G0N3,"",0,"",0,,0,"","",
848,LABELLE NOIR,1,G0NC,"",0,"",0,,0,"","",
849,GRIS POUSSIERE,1,G0D7,"",0,"",0,,0,"","",
850,ROSY BEIGE,1,G0OF,"",0,"",0,,0,"","",
851,LUNA NOIR PR,1,G0G6,"",0,"",0,,0,"","",
852,FRAISE BORDEAUX,1,G0ME,"",0,"",0,,0,"","",
853,BROWNY MARRON,1,G0MW,"",0,"",0,,0,"","",
854,MUNICH ECRU,1,G0MO,"",0,"",0,,0,"","",
855,HARAPEL BLEU,1,G0MS,"",0,"",0,,0,"","",
856,NEO BLEU,1,G0LF,"",0,"",0,,0,"","",
857,FOREST MARRON,1,G0LH,"",0,"",0,,0,"","",
858,GLAM NOIR,1,G0M1,"",0,"",0,,0,"","",
859,JACQUIE BLEU CLAIR,1,G0N2,"",0,"",0,,0,"","",
860,NICOLE BLEU,1,G0NG,"",0,"",0,,0,"","",
861,GIPSY BORDEAUX,1,G0M3,"",0,"",0,,0,"","",
862,LAPOUSSIERE VERT,1,G0DO,"",0,"",0,,0,"","",
863,LACHANDELLE ECUREUIL,1,G0DE,"",0,"",0,,0,"","",
864,GRIS FONCE,1,G0DA,"",0,"",0,,0,"","",
865,LAPONY VIOLINE,1,G0DG,"",0,"",0,,0,"","",
866,MILK MOTIF,1,G0EI,"",0,"",0,,0,"","",
867,CHOCOLAT,1,G0EX,"",0,"",0,,0,"","",
868,LEKONFI NOIR,1,G0EF,"",0,"",0,,0,"","",
869,LABOUGIE ECRU,1,G0DD,"",0,"",0,,0,"","",
870,RESORT ECRU,1,G0HD,"",0,"",0,,0,"","",
871,EUPHORIA NOIR,1,G0IU,"",0,"",0,,0,"","",
872,VERT MOUSSE,1,G0DB,"",0,"",0,,0,"","",
873,SOLEIL,1,G08K,"",0,"",0,,0,"","",
874,SYRACUSE ECRU,1,G0HH,"",0,"",0,,0,"","",
875,ROUGE ICONIC,1,G0J4,"",0,"",0,,0,"","",
876,JACO ROUGE,1,G0JP,"",0,"",0,,0,"","",
877,PAPAYE,1,G0I8,"",0,"",0,,0,"","",
878,MATHILDE BLEU,1,G0JM,"",0,"",0,,0,"","",
879,JACADIS ROUGE,1,G0JO,"",0,"",0,,0,"","",
880,THELMA BLEU ENCRE,1,G0J3,"",0,"",0,,0,"","",
881,ROSE MOVIE,1,G0IW,"",0,"",0,,0,"","",
882,CUBA JAUNE,1,G0J1,"",0,"",0,,0,"","",
883,NOLA BLEU,1,G0LS,"",0,"",0,,0,"","",
884,VIEUX ROSE/ECRU,1,G0L2,"",0,"",0,,0,"","",
885,FORET GRIS,1,G0LB,"",0,"",0,,0,"","",
886,CABANE JADE,1,G0KS,"",0,"",0,,0,"","",
887,MERCURE BLEU,1,G0KU,"",0,"",0,,0,"","",
888,DUBAI BLEU,1,G0LN,"",0,"",0,,0,"","",
889,URANUS ECRU,1,G0KV,"",0,"",0,,0,"","",
890,NABA VERT,1,G0LA,"",0,"",0,,0,"","",
891,ROAR CAMEL,1,G0KX,"",0,"",0,,0,"","",
892,FRAMBOISE BLEU,1,G0MD,"",0,"",0,,0,"","",
893,REVE BLEU,1,G0HS,"",0,"",0,,0,"","",
894,DREAM BLEU,1,G0HT,"",0,"",0,,0,"","",
895,MATHILDE OCRE,1,G0JD,"",0,"",0,,0,"","",
896,VICHY LILA,1,G0K6,"",0,"",0,,0,"","",
897,EPOKA NOIR,1,G0ND,"",0,"",0,,0,"","",
898,FOIL ARGENT,1,G0NE,"",0,"",0,,0,"","",
899,NOIR/SILVER,1,G0C9,"",0,"",0,,0,"","",
900,BLEU MARINE/CAMEL,1,G0JQ,"",0,"",0,,0,"","",
901,NOIR/CAMEL,1,G0JS,"",0,"",0,,0,"","",
902,MINT FONCE,1,G0K9,"",0,"",0,,0,"","",
903,BLEU PASTEL,1,G0KZ,"",0,"",0,,0,"","",
904,VERT VERONESE,1,G0LZ,"",0,"",0,,0,"","",
905,MARAIS LIGHT CHINE,1,G0MR,"",0,"",0,,0,"","",
906,DUNE CHINE,1,G0KF,"",0,"",0,,0,"","",
907,LAURIER ROSE,1,G085,"",0,"",0,,0,"","",
908,NOIR/MILK,1,G0E5,"",0,"",0,,0,"","",
909,CELADON,1,G0JY,"",0,"",0,,0,"","",
910,GRIS MOTIF,1,G0EY,"",0,"",0,,0,"","",
911,ECRU/NOIR MOTIF,1,G0FI,"",0,"",0,,0,"","",
912,VERT BILLARD,1,G0KM,"",0,"",0,,0,"","",
913,ASCHOOL VERT,1,G0L9,"",0,"",0,,0,"","",
914,VERT PASTEL,1,G0LD,"",0,"",0,,0,"","",
915,ICARLA ECRU/BLEU,1,G0M4,"",0,"",0,,0,"","",
916,ASTRID GRIS PASTEL,1,G0M7,"",0,"",0,,0,"","",
917,ACAPA ECRU/BLEU,1,G0M6,"",0,"",0,,0,"","",
918,AMALIA NOIR,1,G0M5,"",0,"",0,,0,"","",
919,AVIVIANE MARRON,1,G0MB,"",0,"",0,,0,"","",
920,AROMANE BEIGE,1,G0ML,"",0,"",0,,0,"","",
921,BEIGE CLAIR CHINE,1,G0JZ,"",0,"",0,,0,"","",
922,APARKA NOIR,1,G0MI,"",0,"",0,,0,"","",
923,AJEANNE NOIR/ROUGE,1,G0MY,"",0,"",0,,0,"","",
924,ASUKINE ECRU/MARINE,1,G0N9,"",0,"",0,,0,"","",
925,MATRICHKA VERT,1,G0N4,"",0,"",0,,0,"","",
926,LILA MOTIF,1,G0F7,"",0,"",0,,0,"","",
927,LEOPARD BEIGE,1,G0M9,"",0,"",0,,0,"","",
928,ETIGRE BLEU,1,G0E3,"",0,"",0,,0,"","",
929,OSLO VERT,1,G0JA,"",0,"",0,,0,"","",
930,BLEU CANARD,1,G0L8,"",0,"",0,,0,"","",
931,KATIOPI ECRU/BLANC,1,G0KL,"",0,"",0,,0,"","",
932,BLEU AVENTURE,1,G0IX,"",0,"",0,,0,"","",
933,SICILIA NOIR,1,G0HI,"",0,"",0,,0,"","",
934,CHARLINE NOIR/BLANC,1,G0KY,"",0,"",0,,0,"","",
935,AMBRE,1,G0K8,"",0,"",0,,0,"","",
936,BOHEMIAN NOIR,1,G0KN,"",0,"",0,,0,"","",
937,WOOD BLEU MARINE,1,G0KR,"",0,"",0,,0,"","",
938,LEOPOLDINE VERT,1,G0KO,"",0,"",0,,0,"","",
939,CITROUILLE,1,G0L7,"",0,"",0,,0,"","",
940,VARDA VERT,1,G0LQ,"",0,"",0,,0,"","",
941,CARDIO CARAMEL,1,G0LG,"",0,"",0,,0,"","",
942,HIMALAYA ECRU,1,G0LY,"",0,"",0,,0,"","",
943,VALDA MARRON,1,G0LP,"",0,"",0,,0,"","",
944,KATIOPA ROUGE,1,G0NF,"",0,"",0,,0,"","",
945,SINGAPOUR BLEU,1,G0N7,"",0,"",0,,0,"","",
946,REVER BLEU/ECRU,1,G0LC,"",0,"",0,,0,"","",
947,BLEU 70'S,1,G0L6,"",0,"",0,,0,"","",
948,VERT CONRAD,1,G0ER,"",0,"",0,,0,"","",
949,ELIN GRIS FLANELLE,1,G0DR,"",0,"",0,,0,"","",
950,LILA,1,G0D9,"",0,"",0,,0,"","",
951,LILA/VIOLINE,1,G0EA,"",0,"",0,,0,"","",
952,VERMILLON,1,G0MZ,"",0,"",0,,0,"","",
953,TANIN,1,G0KQ,"",0,"",0,,0,"","",
954,MALTA ECRU/BEIGE,1,G0LT,"",0,"",0,,0,"","",
955,LUCIE BLEU,1,G0MM,"",0,"",0,,0,"","",
956,LUCILE BLEU/GEIGE,1,G0MG,"",0,"",0,,0,"","",
957,NOURA NOIR BLANC,1,G0LR,"",0,"",0,,0,"","",
958,AMANDE LIGHT,1,G0LV,"",0,"",0,,0,"","",
959,ENOUVELLE NOIR/BLANC,1,G0DL,"",0,"",0,,0,"","",
960,LUNA NOIR GR,1,G0G5,"",0,"",0,,0,"","",
961,GEO ECRU,1,G0KT,"",0,"",0,,0,"","",
962,KIMONO BLEU MARINE,1,G0LK,"",0,"",0,,0,"","",
963,DANA BORDEAUX,1,G0LU,"",0,"",0,,0,"","",
964,ROSE NECTAR,1,G0LX,"",0,"",0,,0,"","",
965,STORY BLEU,1,G0N6,"",0,"",0,,0,"","",
966,PRUNETTE,1,G0NJ,"",0,"",0,,0,"","",
967,JUJU ECRU,1,G0PP,"",0,"",0,,0,"","",
968,JULIETA ECRU/NOIR,1,G0PQ,"",0,"",0,,0,"","",
969,JULIO NOIR,1,G0PR,"",0,"",0,,0,"","",
970,ALIENOR NOIR,1,G0PB,"",0,"",0,,0,"","",
971,ELEONORE NOIR,1,G0PC,"",0,"",0,,0,"","",
972,ANORE MARRON,1,G0PD,"",0,"",0,,0,"","",
973,ORANGE VIF,1,G0D5,"",0,"",0,,0,"","",
974,LEDWIGE NOIR,1,G0DQ,"",0,"",0,,0,"","",
975,BLEU ENCRE,1,G0IY,"",0,"",0,,0,"","",
976,JAKE ECRU,1,G0JN,"",0,"",0,,0,"","",
977,LOUISIANE NOIR,1,G0K0,"",0,"",0,,0,"","",
978,NEKO BLEU,1,G0JV,"",0,"",0,,0,"","",
979,DENIM BLANC,1,G0IZ,"",0,"",0,,0,"","",
980,VICHY VERT,1,G0K7,"",0,"",0,,0,"","",
981,ROUGE ICONIC/ECRU,1,G0JH,"",0,"",0,,0,"","",
982,SATURNE KAKI,1,G0KW,"",0,"",0,,0,"","",
983,GRAPHIC BLUE,1,G0N0,"",0,"",0,,0,"","",
984,BLEU CANARD CHINE,1,G0MQ,"",0,"",0,,0,"","",
985,DARK GREEN CHINE,1,G0MN,"",0,"",0,,0,"","",
986,BORDEAUX CHINE,1,G0MJ,"",0,"",0,,0,"","",
987,VERT KAKI CHINE,1,Z138,"",0,"",0,,0,"","",
988,MULTICO BLEU,1,G0G9,"",0,"",0,,0,"","",
989,BLEU ORAGE/ECRU,1,G0IL,"",0,"",0,,0,"","",
990,NUDE/PAPAYE,1,G0JI,"",0,"",0,,0,"","",
991,VERT MOUSSE/MILK,1,G0JE,"",0,"",0,,0,"","",
992,ELISA BEIGE,1,G0LJ,"",0,"",0,,0,"","",
993,JADE FONCE,1,G0KP,"",0,"",0,,0,"","",
994,ROUGE SCARLETT,1,G0LE,"",0,"",0,,0,"","",
995,ROUGE/FRAMBOISE,1,G0MH,"",0,"",0,,0,"","",
996,BEIGE ROSE,1,G03O,"",0,"",0,,0,"","",
997,ZEBRE ECRU/NOIR,1,G0M8,"",0,"",0,,0,"","",
998,AZALEE D'HIVER,1,G0M2,"",0,"",0,,0,"","",
999,ROSE LUMIERE,1,G0LW,"",0,"",0,,0,"","",
1000,AMANDE/ECRU,1,G05I,"",0,"",0,,0,"","",
1001,BEIGE ROSE CHINE,1,G0MP,"",0,"",0,,0,"","",
1002,ECRU/FRAMBOISE,1,Z680,"",0,"",0,,0,"","",
1003,ROSE CHOU MOTIF,1,G0ET,"",0,"",0,,0,"","",
1004,GRIS CHINE/ECUREUIL,1,G0G8,"",0,"",0,,0,"","",
1005,ROSE BERRY/ECRU,1,G0IN,"",0,"",0,,0,"","",
1006,CAMEL/ECRU,1,G0IM,"",0,"",0,,0,"","",
1007,BEIGE/BLEU MARINE,1,G0J6,"",0,"",0,,0,"","",
1008,MULTICOLORE VERT,1,G0L0,"",0,"",0,,0,"","",
1009,MULTICOLORE BEIGE,1,G0L1,"",0,"",0,,0,"","",
1010,GRIS FONCE CHINE,1,G0EG,"",0,"",0,,0,"","",
1011,GRIS CIMENT,1,B118,"",0,"",0,,0,"","",
1012,EMARINE BLEU,1,G0I3,"",0,"",0,,0,"","",
1013,BRICK,1,G0K1,"",0,"",0,,0,"","",
1014,VERT TENDRE,1,G0IJ,"",0,"",0,,0,"","",
1015,EUCALYPTUS,1,"0361","",0,"",0,,0,"","",
1016,AVIGNON ECRU,1,G0O6,"",0,"",0,,0,"","",
1017,VERT FORET,1,G0NM,"",0,"",0,,0,"","",
1018,BLOCOU ROUGE,1,G0O4,"",0,"",0,,0,"","",
1019,MEXICO MARINE,1,G0QN,"",0,"",0,,0,"","",
1020,PINK BUBBLE,1,G0RA,"",0,"",0,,0,"","",
1021,OSHKHOSH,1,G0R1,"",0,"",0,,0,"","",
1022,TIFFANY BLEU,1,G0RQ,"",0,"",0,,0,"","",
1023,CURT MULTICO,1,G0TB,"",0,"",0,,0,"","",
1024,CAJOU,1,G0QV,"",0,"",0,,0,"","",
1025,ICY ROSE,1,G0RJ,"",0,"",0,,0,"","",
1026,EDUNE ECRU,1,G0ID,"",0,"",0,,0,"","",
1027,TRAVEL ORANGER,1,G0RN,"",0,"",0,,0,"","",
1028,PEROU ORANGE,1,G0SI,"",0,"",0,,0,"","",
1029,KENYA BLEU,1,G0SH,"",0,"",0,,0,"","",
1030,CURTIS BLEU,1,G0SN,"",0,"",0,,0,"","",
1031,BLEU NAUTIQUE,1,G0S3,"",0,"",0,,0,"","",
1032,PRAIRIE VERT,1,G0IG,"",0,"",0,,0,"","",
1033,VERT EMPIRE,1,G0P4,"",0,"",0,,0,"","",
1034,SIDE ECRU,1,G0QB,"",0,"",0,,0,"","",
1035,ROSALIA ROSE,1,G0IF,"",0,"",0,,0,"","",
1036,JUJU ROSE,1,G0R8,"",0,"",0,,0,"","",
1037,JUJU MARINE,1,G0R7,"",0,"",0,,0,"","",
1038,ROUGE PASSIFLORE,1,G0QR,"",0,"",0,,0,"","",
1039,TERRA ECRU/NOIR,1,G0QS,"",0,"",0,,0,"","",
1040,JAUNE MAIS,1,G0R0,"",0,"",0,,0,"","",
1041,ROSE FLUO,1,Z245,"",0,"",0,,0,"","",
1042,KIM ROUGE,1,G0RW,"",0,"",0,,0,"","",
1043,KARASI ECRU,1,G0RV,"",0,"",0,,0,"","",
1044,MARSEILLE JAUNE,1,G0R4,"",0,"",0,,0,"","",
1045,BUBBLE PINK,1,G0QT,"",0,"",0,,0,"","",
1046,EVANESCENT MENTHE,1,G0QM,"",0,"",0,,0,"","",
1047,ZYRA ECRU,1,G0RZ,"",0,"",0,,0,"","",
1048,BOUBOU VERT,1,G0RY,"",0,"",0,,0,"","",
1049,VITAMINE ECRU,1,G0R3,"",0,"",0,,0,"","",
1050,MICKY NUDE,1,G0RX,"",0,"",0,,0,"","",
1051,URBAN TURQUOISE,1,G0J7,"",0,"",0,,0,"","",
1052,VIEUX ROSE/MARINE,1,G0U7,"",0,"",0,,0,"","",
1053,LUX ROSE,1,G0SK,"",0,"",0,,0,"","",
1054,POOL ROSE,1,G0RL,"",0,"",0,,0,"","",
1055,MARGUERITE ROSE,1,G0SX,"",0,"",0,,0,"","",
1056,LOVEYOU ECRU/ROUGE,1,G0S8,"",0,"",0,,0,"","",
1057,PALMERAIE,1,G0S4,"",0,"",0,,0,"","",
1058,RIVIERA ECRU,1,G0TA,"",0,"",0,,0,"","",
1059,ROUGE PHARE/ECRU,1,G0LL,"",0,"",0,,0,"","",
1060,ISMA ECRU,1,G0TF,"",0,"",0,,0,"","",
1061,PALMA VERT,1,G0S6,"",0,"",0,,0,"","",
1062,ZABRE VERT,1,G0I2,"",0,"",0,,0,"","",
1063,BLEU SHRTING/ECRU,1,G0K2,"",0,"",0,,0,"","",
1064,SUCCULENTE,1,G0II,"",0,"",0,,0,"","",
1065,ECRU/SUCCULENTE,1,G0KA,"",0,"",0,,0,"","",
1066,VOYAGE BLEU,1,G0NV,"",0,"",0,,0,"","",
1067,SABLON BEIGE,1,G0IC,"",0,"",0,,0,"","",
1068,ROUGE BRIQUE,1,G0NK,"",0,"",0,,0,"","",
1069,HARASI VERT,1,G0O3,"",0,"",0,,0,"","",
1070,AURORE NOIR,1,G0NX,"",0,"",0,,0,"","",
1071,POUDRE DE ROSE,1,G0NO,"",0,"",0,,0,"","",
1072,FOLKITOU ECRU,1,G0O5,"",0,"",0,,0,"","",
1073,STONES NOIR,1,G0OE,"",0,"",0,,0,"","",
1074,JACQUELINE NOIR/BLC,1,G0Q2,"",0,"",0,,0,"","",
1075,NEUTRAL NOIR,1,G0P0,"",0,"",0,,0,"","",
1076,OLIVE,1,G0I9,"",0,"",0,,0,"","",
1077,MARRON GLACE,1,G08V,"",0,"",0,,0,"","",
1078,NATALIA ECRU/ROUGE,1,G0Q6,"",0,"",0,,0,"","",
1079,JASMINE ECRU/BLEU,1,G0Q7,"",0,"",0,,0,"","",
1080,LOIC ECRU/VERT,1,G0Q8,"",0,"",0,,0,"","",
1081,KLOA ECRU/BLEU MARIN,1,G0QJ,"",0,"",0,,0,"","",
1082,CLAUDE NOIR,1,G0QI,"",0,"",0,,0,"","",
1083,RAMI BLEU ELEC,1,G0P3,"",0,"",0,,0,"","",
1084,ELISA VERT,1,G0PM,"",0,"",0,,0,"","",
1085,ARTOU NOIR,1,G0Q1,"",0,"",0,,0,"","",
1086,COPS ECRU,1,G0QC,"",0,"",0,,0,"","",
1087,COLINE ECRU,1,G0QX,"",0,"",0,,0,"","",
1088,OASIS  VERT,1,G0IA,"",0,"",0,,0,"","",
1089,SIOUX  BLEU,1,G0NW,"",0,"",0,,0,"","",
1090,LEDORA NOIR/ECRU,1,G0Q5,"",0,"",0,,0,"","",
1091,ECRU/CORAIL,1,G0QY,"",0,"",0,,0,"","",
1092,BLEU TENCEL,1,G0QQ,"",0,"",0,,0,"","",
1093,VERT MEXIQUE,1,G0QO,"",0,"",0,,0,"","",
1094,PAPILLON ECRU,1,G0QU,"",0,"",0,,0,"","",
1095,CHEFCHA BLEU,1,G0RP,"",0,"",0,,0,"","",
1096,AVOCAT,1,G0NN,"",0,"",0,,0,"","",
1097,CORAIL FONCE,1,G0PL,"",0,"",0,,0,"","",
1098,PREPPY LILA/ECRU,1,G0Q3,"",0,"",0,,0,"","",
1099,GLACIER,1,G0NL,"",0,"",0,,0,"","",
1100,BANDANA NOIR/BLANC,1,G0I4,"",0,"",0,,0,"","",
1101,KATIOUPA CARREAUX,1,G0O0,"",0,"",0,,0,"","",
1102,KATIOUPI GEO,1,G0O1,"",0,"",0,,0,"","",
1103,MEENI ECRU,1,G0O9,"",0,"",0,,0,"","",
1104,YORIOU NOIR,1,G0OA,"",0,"",0,,0,"","",
1105,YORIA VERT,1,G0OB,"",0,"",0,,0,"","",
1106,YORIETTE BORDEAUX,1,G0OC,"",0,"",0,,0,"","",
1107,KATIOLA NOIR/BLANC,1,G0PI,"",0,"",0,,0,"","",
1108,SIOU BLEU MARINE,1,G0Q4,"",0,"",0,,0,"","",
1109,BUVAN BLEU,1,G0PX,"",0,"",0,,0,"","",
1110,SAHARA ORANGER,1,G0IB,"",0,"",0,,0,"","",
1111,COLLAGE MULTICO,1,G0P1,"",0,"",0,,0,"","",
1112,JAGAN ROSE,1,G0QW,"",0,"",0,,0,"","",
1113,KATIOSI ECRU,1,G0R6,"",0,"",0,,0,"","",
1114,KATIOBOU NOIR,1,G0RF,"",0,"",0,,0,"","",
1115,KATIOLI ECRU,1,G0RG,"",0,"",0,,0,"","",
1116,ROSE PENSEE,1,G0K3,"",0,"",0,,0,"","",
1117,KATIORA ROSE,1,G0RH,"",0,"",0,,0,"","",
1118,ECRU/CAJOU,1,G0S2,"",0,"",0,,0,"","",
1119,STRIPVER MULTICO,1,G0I1,"",0,"",0,,0,"","",
1120,TIDY ECRU,1,G0TZ,"",0,"",0,,0,"","",
1121,HENNE,1,G0I7,"",0,"",0,,0,"","",
1122,FICELLE,1,AABI,"",0,"",0,,0,"","",
1123,ROSE KISS,1,G07P,"",0,"",0,,0,"","",
1124,PALOU NOIR,1,G0QE,"",0,"",0,,0,"","",
1125,PALOMA NOIR,1,G0QF,"",0,"",0,,0,"","",
1126,PALERMA NOIR,1,G0QD,"",0,"",0,,0,"","",
1127,ORANGER,1,G0I6,"",0,"",0,,0,"","",
1128,VICKY ROSE,1,G0RI,"",0,"",0,,0,"","",
1129,DEBORAH ORANGER,1,G0RU,"",0,"",0,,0,"","",
1130,LAMELIE ECRU,1,G0RT,"",0,"",0,,0,"","",
1131,NINA BLEU MARINE,1,G0RS,"",0,"",0,,0,"","",
1132,TANGERINE,1,G0R2,"",0,"",0,,0,"","",
1133,NIDALIE BLEU,1,G0S9,"",0,"",0,,0,"","",
1134,PAKITA JAUNE,1,G0SG,"",0,"",0,,0,"","",
1135,CADABRA BLEU,1,G0SU,"",0,"",0,,0,"","",
1136,CHOUKY ECRU,1,G0ST,"",0,"",0,,0,"","",
1137,CHECK CORAIL,1,G0SS,"",0,"",0,,0,"","",
1138,ARETHA MULTICO,1,G0TX,"",0,"",0,,0,"","",
1139,STELLA,1,G0U0,"",0,"",0,,0,"","",
1140,RAYURA BLEU,1,G0TY,"",0,"",0,,0,"","",
1141,LANZAROTE ROSE,1,G0S7,"",0,"",0,,0,"","",
1142,STRIPO MULTICO,1,G0I0,"",0,"",0,,0,"","",
1143,HARASI ROUGE,1,G0O2,"",0,"",0,,0,"","",
1144,COLZA,1,G0NI,"",0,"",0,,0,"","",
1145,ROSY SUGAR,1,G0MV,"",0,"",0,,0,"","",
1146,PRUNETTE CHINE,1,G0NQ,"",0,"",0,,0,"","",
1147,VERT FORET CHINE,1,G0NT,"",0,"",0,,0,"","",
1148,MARAIS CHINE,1,AAAT,"",0,"",0,,0,"","",
1149,MAUVE/JAUNE,1,G0PY,"",0,"",0,,0,"","",
1150,VERT EMPIRE/ECRU,1,G0RR,"",0,"",0,,0,"","",
1151,AQUATIC GREEN,1,G0RK,"",0,"",0,,0,"","",
1152,ECRU/EUCALYPTUS,1,G0LO,"",0,"",0,,0,"","",
1153,MAFLOWY BLEU,1,G0NH,"",0,"",0,,0,"","",
1154,MAROSE ECRU,1,G0NY,"",0,"",0,,0,"","",
1155,MAFLEUR SUCCULENTE,1,G0NZ,"",0,"",0,,0,"","",
1156,BLANC/JAUNE,1,G04C,"",0,"",0,,0,"","",
1157,BANDITO ROUGE,1,G0J8,"",0,"",0,,0,"","",
1158,SAUMON,1,G0CU,"",0,"",0,,0,"","",
1159,ECRU/VERT TENDRE,1,G0L3,"",0,"",0,,0,"","",
1160,MEENITO VERT,1,G0O8,"",0,"",0,,0,"","",
1161,GRIS BLEUTE,1,G0OV,"",0,"",0,,0,"","",
1162,EDEN ECRU,1,G0SB,"",0,"",0,,0,"","",
1163,ROSE PARADIS,1,G0SD,"",0,"",0,,0,"","",
1164,EROSA BEIGE,1,G0US,"",0,"",0,,0,"","",
1165,ROSE INDIEN,1,G0UJ,"",0,"",0,,0,"","",
1166,PDEPOULE BORDEAUX,1,G0WA,"",0,"",0,,0,"","",
1167,NATTE NOIR,1,G0W1,"",0,"",0,,0,"","",
1168,LABELA NOIR,1,G0XB,"",0,"",0,,0,"","",
1169,NOMADE VERT,1,G0WM,"",0,"",0,,0,"","",
1170,PUCE NOIR/BLANC,1,G0OK,"",0,"",0,,0,"","",
1171,ECRAZY ROSE,1,G0OH,"",0,"",0,,0,"","",
1172,ROSE CAMAY,1,G0OQ,"",0,"",0,,0,"","",
1173,VERT MUSETTE,1,G0OS,"",0,"",0,,0,"","",
1174,MERIDIEN BLEU MARINE,1,G0OL,"",0,"",0,,0,"","",
1175,NEON MULTICO,1,G0OP,"",0,"",0,,0,"","",
1176,SIXTIES NOIR,1,G0OJ,"",0,"",0,,0,"","",
1177,GRAPHY VERT/ROSE,1,G0ON,"",0,"",0,,0,"","",
1178,STUDIO ROUGE,1,G0OO,"",0,"",0,,0,"","",
1179,JAJA ECRU ROUGE,1,G0SL,"",0,"",0,,0,"","",
1180,MATHOU ECRU,1,G0SM,"",0,"",0,,0,"","",
1181,JAJI ECRU,1,G0TM,"",0,"",0,,0,"","",
1182,ALEGRIA ROSE,1,G0SC,"",0,"",0,,0,"","",
1183,KYOTO ROSE,1,G0SR,"",0,"",0,,0,"","",
1184,ROSE MANGA,1,G0U3,"",0,"",0,,0,"","",
1185,AFRICA ECRU,1,G0SF,"",0,"",0,,0,"","",
1186,SUNSET ORANGE,1,G0TT,"",0,"",0,,0,"","",
1187,JEANNE NOIR,1,G0UW,"",0,"",0,,0,"","",
1188,FRAICHE ROSE SKIN,1,G0UL,"",0,"",0,,0,"","",
1189,CAMP KAKI,1,G0UM,"",0,"",0,,0,"","",
1190,ECRU/KAKI,1,G0VX,"",0,"",0,,0,"","",
1191,VERT MATCHA,1,G0VN,"",0,"",0,,0,"","",
1192,BLEU UNIVERS,1,G0OT,"",0,"",0,,0,"","",
1193,OCRI OCRE,1,G0VV,"",0,"",0,,0,"","",
1194,POIPI OCRE,1,G0VU,"",0,"",0,,0,"","",
1195,AQUA BLEU,1,G0VF,"",0,"",0,,0,"","",
1196,LEOFLUO FAUVE,1,G0W8,"",0,"",0,,0,"","",
1197,CACHEMIRE ECRU/BLEU,1,G0W3,"",0,"",0,,0,"","",
1198,ORANGE FLUO,1,G0W6,"",0,"",0,,0,"","",
1199,OFFICE NOIR/ROUGE,1,G0VD,"",0,"",0,,0,"","",
1200,CAMAY BEIGE,1,G0VC,"",0,"",0,,0,"","",
1201,WORK NOIR/BLANC,1,G0W9,"",0,"",0,,0,"","",
1202,MIXY BLEU,1,G0RD,"",0,"",0,,0,"","",
1203,JOYCE ORANGE,1,G0W5,"",0,"",0,,0,"","",
1204,CABRICOT GROSEILLE,1,G0WY,"",0,"",0,,0,"","",
1205,LOLA ROSE,1,G0WU,"",0,"",0,,0,"","",
1206,LANE VERT,1,G0WH,"",0,"",0,,0,"","",
1207,FARMER BLEU/TABAC,1,G0W4,"",0,"",0,,0,"","",
1208,BONNIE NOIR,1,G0WJ,"",0,"",0,,0,"","",
1209,GAIA ROSE,1,G0WL,"",0,"",0,,0,"","",
1210,ICEBERG BLEU,1,G0WO,"",0,"",0,,0,"","",
1211,FOLKA NOIR,1,G0XM,"",0,"",0,,0,"","",
1212,DAISY NOIR,1,G0X3,"",0,"",0,,0,"","",
